Id,Title,Overview,Tagline,Runtime,Budget,Revenue,PosterUrl,BackdropUrl,ImdbUrl,TmdbUrl,OriginalLanguage,ReleaseDate
11,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Life, liberty and the pursuit of vengeance.",165,100000000.0000,425368238.0000,https://image.tmdb.org/t/p/w342//7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,https://image.tmdb.org/t/p/original//s4cJQaj40SwMifUrrdtdOJsjnRO.jpg,https://www.imdb.com/title/tt1853728,https://www.themoviedb.org/movie/68718,en,2012-12-25 00:00:00.0000000
12,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Heroes aren't born. They're built.,126,140000000.0000,585174222.0000,https://image.tmdb.org/t/p/w342//78lPtwv72eTNqFW9COBYI0dWDJa.jpg,https://image.tmdb.org/t/p/original//vbY95t58MDArtyUXUIb8Fx1dCry.jpg,https://www.imdb.com/title/tt0371746,https://www.themoviedb.org/movie/1726,en,2008-04-30 00:00:00.0000000
13,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",Life is like a box of chocolates...you never know what you're gonna get.,142,55000000.0000,677387716.0000,https://image.tmdb.org/t/p/w342//h5J4W4veyxMXDMjeNxZI46TsHOb.jpg,https://image.tmdb.org/t/p/original//tlEFuIlaxRPXIYVHXbOSAMCfWqk.jpg,https://www.imdb.com/title/tt0109830,https://www.themoviedb.org/movie/13,en,1994-07-06 00:00:00.0000000
14,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",Let the Magic Begin.,152,125000000.0000,976475550.0000,https://image.tmdb.org/t/p/w342//wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,https://image.tmdb.org/t/p/original//hziiv14OpD73u9gAak4XDDfBKa2.jpg,https://www.imdb.com/title/tt0241527,https://www.themoviedb.org/movie/671,en,2001-11-16 00:00:00.0000000
15,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",Welcome to the Real World.,136,63000000.0000,463517383.0000,https://image.tmdb.org/t/p/w342//f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,https://image.tmdb.org/t/p/original//fNG7i7RqMErkcqhohV2a6cV1Ehy.jpg,https://www.imdb.com/title/tt0133093,https://www.themoviedb.org/movie/603,en,1999-03-30 00:00:00.0000000
16,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",Nothing on Earth could come between them.,194,200000000.0000,2187463944.0000,https://image.tmdb.org/t/p/w342//9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,https://image.tmdb.org/t/p/original//6VmFqApQRyZZzmiGOQq2C92jyvH.jpg,https://www.imdb.com/title/tt0120338,https://www.themoviedb.org/movie/597,en,1997-11-18 00:00:00.0000000
17,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",One ring to rule them all,179,93000000.0000,871368364.0000,https://image.tmdb.org/t/p/w342//6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://image.tmdb.org/t/p/original//vRQnzOn4HjIMX4LBq9nHhFXbsSu.jpg,https://www.imdb.com/title/tt0120737,https://www.themoviedb.org/movie/120,en,2001-12-18 00:00:00.0000000
18,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,142,25000000.0000,28341469.0000,https://image.tmdb.org/t/p/w342//q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,https://image.tmdb.org/t/p/original//tXHpvlr5F7gV5DwgS7M5HBrUi2C.jpg,https://www.imdb.com/title/tt0111161,https://www.themoviedb.org/movie/278,en,1994-09-23 00:00:00.0000000
19,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",What a Lovely Day.,121,150000000.0000,378858340.0000,https://image.tmdb.org/t/p/w342//8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,https://image.tmdb.org/t/p/original//nlCHUWjY9XWbuEUQauCBgnY8ymF.jpg,https://www.imdb.com/title/tt1392190,https://www.themoviedb.org/movie/76341,en,2015-05-13 00:00:00.0000000
20,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",Divided We Fall,147,250000000.0000,1153296293.0000,https://image.tmdb.org/t/p/w342//rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,https://image.tmdb.org/t/p/original//yfpA0hb18w9TR2XBm1P9zhkBsQ9.jpg,https://www.imdb.com/title/tt3498820,https://www.themoviedb.org/movie/271110,en,2016-04-27 00:00:00.0000000
21,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",May The Odds Be Ever In Your Favor.,142,75000000.0000,691210692.0000,https://image.tmdb.org/t/p/w342//iQK0pkTQC60XR3Zlu2pp8kujoqW.jpg,https://image.tmdb.org/t/p/original//iYE1e8dbaQohYad8g6ySpmsSuj0.jpg,https://www.imdb.com/title/tt1392170,https://www.themoviedb.org/movie/70160,en,2012-03-12 00:00:00.0000000
22,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",The Legend Ends,165,250000000.0000,1081041287.0000,https://image.tmdb.org/t/p/w342//vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg,https://image.tmdb.org/t/p/original//cKPfiu9IcCW0fMdKdQBXe3PRtTZ.jpg,https://www.imdb.com/title/tt1345836,https://www.themoviedb.org/movie/49026,en,2012-07-16 00:00:00.0000000
23,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",A New Age Has Come.,141,250000000.0000,1405403694.0000,https://image.tmdb.org/t/p/w342//4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,https://image.tmdb.org/t/p/original//8i6ZDk97Vyh0jHohMG4vFeFuKJh.jpg,https://www.imdb.com/title/tt2395427,https://www.themoviedb.org/movie/99861,en,2015-04-22 00:00:00.0000000
24,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Unleash the power behind the armor.,130,200000000.0000,1214811252.0000,https://image.tmdb.org/t/p/w342//qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,https://image.tmdb.org/t/p/original//wPgcxHNvnEEMXx94l2911gqZ4o9.jpg,https://www.imdb.com/title/tt1300854,https://www.themoviedb.org/movie/68721,en,2013-04-18 00:00:00.0000000
25,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",Someone is missing,138,80000000.0000,294800000.0000,https://image.tmdb.org/t/p/w342//kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,https://image.tmdb.org/t/p/original//8xt8AMb1OKC63AdhNSaYBWxB4Iq.jpg,https://www.imdb.com/title/tt1130884,https://www.themoviedb.org/movie/11324,en,2010-02-14 00:00:00.0000000
26,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",The eye of the enemy is moving.,201,94000000.0000,1118888979.0000,https://image.tmdb.org/t/p/w342//rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://image.tmdb.org/t/p/original//lXhgCODAbBXL5buk9yEmTpOoOgR.jpg,https://www.imdb.com/title/tt0167260,https://www.themoviedb.org/movie/122,en,2003-12-01 00:00:00.0000000
27,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",EARN. SPEND. PARTY.,180,100000000.0000,392000000.0000,https://image.tmdb.org/t/p/w342//sOxr33wnRuKazR9ClHek73T8qnK.jpg,https://image.tmdb.org/t/p/original//gdavHcRqZYOaOprdGoMccgxMhQX.jpg,https://www.imdb.com/title/tt0993846,https://www.themoviedb.org/movie/106646,en,2013-12-25 00:00:00.0000000
28,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",Worst Heroes Ever,123,175000000.0000,746846894.0000,https://image.tmdb.org/t/p/w342//xFw9RXKZDvevAGocgBK0zteto4U.jpg,https://image.tmdb.org/t/p/original//1Nn2aBWB1x91GmvFm9F5SM2nQl3.jpg,https://www.imdb.com/title/tt1386697,https://www.themoviedb.org/movie/297761,en,2016-08-03 00:00:00.0000000
29,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",Part of the journey is the end.,181,356000000.0000,2797800564.0000,https://image.tmdb.org/t/p/w342//ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,https://image.tmdb.org/t/p/original//orjiB3oUIsyz60hoEqkiGpy5CeO.jpg,https://www.imdb.com/title/tt4154796,https://www.themoviedb.org/movie/299534,en,2019-04-24 00:00:00.0000000
30,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",Long live the king.,134,200000000.0000,1346739107.0000,https://image.tmdb.org/t/p/w342//uxzzxijgPIY7slzFvMotPv8wjKA.jpg,https://image.tmdb.org/t/p/original//6ELJEzQJ3Y45HczvreC3dg0GV5R.jpg,https://www.imdb.com/title/tt1825683,https://www.themoviedb.org/movie/284054,en,2018-02-13 00:00:00.0000000
31,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",Put on a happy face.,122,55000000.0000,1074251311.0000,https://image.tmdb.org/t/p/w342//udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,https://image.tmdb.org/t/p/original//n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,https://www.imdb.com/title/tt7286456,https://www.themoviedb.org/movie/475557,en,2019-10-02 00:00:00.0000000
32,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",The park is open.,124,150000000.0000,1671713208.0000,https://image.tmdb.org/t/p/w342//rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,https://image.tmdb.org/t/p/original//yOCRqvrRrxbs5FYq2pX1KtLJwmR.jpg,https://www.imdb.com/title/tt0369610,https://www.themoviedb.org/movie/135397,en,2015-06-06 00:00:00.0000000
33,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",Open your mind. Change your reality.,115,165000000.0000,677700000.0000,https://image.tmdb.org/t/p/w342//xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg,https://image.tmdb.org/t/p/original//aL53oMdZKZRJRH8txH07DLuleF9.jpg,https://www.imdb.com/title/tt1211837,https://www.themoviedb.org/movie/284052,en,2016-10-25 00:00:00.0000000
34,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",Once upon a time in Nazi occupied France...,153,70000000.0000,321455689.0000,https://image.tmdb.org/t/p/w342//7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,https://image.tmdb.org/t/p/original//bPnPsyo09tLRnTOb7AlsBsgnbhP.jpg,https://www.imdb.com/title/tt0361748,https://www.themoviedb.org/movie/16869,en,2009-08-18 00:00:00.0000000
35,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",When patriots become heroes,124,140000000.0000,370569774.0000,https://image.tmdb.org/t/p/w342//vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,https://image.tmdb.org/t/p/original//yFuKvT4Vm3sKHdFY4eG6I4ldAnn.jpg,https://www.imdb.com/title/tt0458339,https://www.themoviedb.org/movie/1771,en,2011-07-22 00:00:00.0000000
36,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",Meet the little voices inside your head.,95,175000000.0000,857611174.0000,https://image.tmdb.org/t/p/w342//lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg,https://image.tmdb.org/t/p/original//o3i6AfTcWAuNvzAUV3q5lOmi6Gx.jpg,https://www.imdb.com/title/tt2096673,https://www.themoviedb.org/movie/150540,en,2015-06-09 00:00:00.0000000
37,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,Obviously.,137,200000000.0000,863756051.0000,https://image.tmdb.org/t/p/w342//y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,https://image.tmdb.org/t/p/original//aJn9XeesqsrSLKcHfHP4u5985hn.jpg,https://www.imdb.com/title/tt3896198,https://www.themoviedb.org/movie/283995,en,2017-04-19 00:00:00.0000000
38,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",A New Power Is Rising.,179,79000000.0000,926287400.0000,https://image.tmdb.org/t/p/w342//5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,https://image.tmdb.org/t/p/original//7tNTPZMb13W0AhkcuoL6myRrNRr.jpg,https://www.imdb.com/title/tt0167261,https://www.themoviedb.org/movie/121,en,2002-12-18 00:00:00.0000000
39,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Two worlds. One hero.,115,150000000.0000,449326618.0000,https://image.tmdb.org/t/p/w342//prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,https://image.tmdb.org/t/p/original//3SDoquTjagne0jWzdxEu31KFLmw.jpg,https://www.imdb.com/title/tt0800369,https://www.themoviedb.org/movie/10195,en,2011-04-21 00:00:00.0000000
40,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,Power. Grace. Wisdom. Wonder.,141,149000000.0000,821847012.0000,https://image.tmdb.org/t/p/w342//gfJGlDaHuWimErCr5Ql0I8x9QSy.jpg,https://image.tmdb.org/t/p/original//6iUNJZymJBMXXriQyFZfLAKnjO6.jpg,https://www.imdb.com/title/tt0451279,https://www.themoviedb.org/movie/297762,en,2017-05-30 00:00:00.0000000
41,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",Hogwarts is back in session.,161,100000000.0000,876688482.0000,https://image.tmdb.org/t/p/w342//sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,https://image.tmdb.org/t/p/original//1stUIsjawROZxjiCMtqqXqgfZWC.jpg,https://www.imdb.com/title/tt0295297,https://www.themoviedb.org/movie/672,en,2002-11-13 00:00:00.0000000
42,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",Evil fears the knight.,140,150000000.0000,374218673.0000,https://image.tmdb.org/t/p/w342//1P3ZyEq02wcTMd3iE4ebtLvncvH.jpg,https://image.tmdb.org/t/p/original//lh5lbisD4oDbEKgUxoRaZU8HVrk.jpg,https://www.imdb.com/title/tt0372784,https://www.themoviedb.org/movie/272,en,2005-06-10 00:00:00.0000000
43,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for their third year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black—and turns to sympathetic Professor Lupin for help.",Something wicked this way comes.,141,130000000.0000,789804554.0000,https://image.tmdb.org/t/p/w342//v0wMKEEGaNc9evdqGYfIvoWXh24.jpg,https://image.tmdb.org/t/p/original//vbk5CfaAHOjQPSAcYm6AoRRz2Af.jpg,https://www.imdb.com/title/tt0304141,https://www.themoviedb.org/movie/673,en,2004-05-31 00:00:00.0000000
44,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",Homework can wait. The city can't.,133,175000000.0000,880166924.0000,https://image.tmdb.org/t/p/w342//c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,https://image.tmdb.org/t/p/original//vc8bCGjdVp0UbMNLzHnHSLRbBWQ.jpg,https://www.imdb.com/title/tt2250912,https://www.themoviedb.org/movie/315635,en,2017-07-05 00:00:00.0000000
45,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","It's not the armor that makes the hero, but the man inside.",124,200000000.0000,623933331.0000,https://image.tmdb.org/t/p/w342//6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,https://image.tmdb.org/t/p/original//jesRqfL9v6HNnowe795xjmuKUXl.jpg,https://www.imdb.com/title/tt1228705,https://www.themoviedb.org/movie/10138,en,2010-04-28 00:00:00.0000000
46,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",Prepare to be blown out of the water.,143,140000000.0000,655011224.0000,https://image.tmdb.org/t/p/w342//z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,https://image.tmdb.org/t/p/original//jOh79POQu4hyVIseUxdQxTW7vOf.jpg,https://www.imdb.com/title/tt0325980,https://www.themoviedb.org/movie/22,en,2003-07-09 00:00:00.0000000
47,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",Every generation has a story.,136,245000000.0000,2068223624.0000,https://image.tmdb.org/t/p/w342//wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,https://image.tmdb.org/t/p/original//k6EOrckWFuz7I4z4wiRwz8zsj4H.jpg,https://www.imdb.com/title/tt2488496,https://www.themoviedb.org/movie/140607,en,2015-12-15 00:00:00.0000000
